pitch,r_tsv,h_tsv,l_tmrdl,w_tmrdl,h_tmrdl,l_bsmrdl,w_bsmrdl,h_bsmrdl,dut_index
46.19,11.51,83.79,689.65,19.66,3.45,103.35,28.84,5.62,1419
48.32,5.79,87.66,716.48,12.69,3.8,369.16,19.73,4.44,1420
56.95,6.05,94.83,142.78,18.06,3.32,916.74,28.48,4.22,1421
40.0,11.44,96.82,161.02,25.2,2.33,618.58,11.54,5.44,1422
48.66,12.58,61.08,442.04,11.75,5.25,377.7,21.61,3.02,1423
39.85,8.11,88.93,213.38,18.0,3.77,428.41,13.58,3.15,1424
49.21,6.92,92.58,362.01,16.71,4.73,822.64,22.4,5.23,1425
30.36,12.11,81.47,122.51,27.4,4.08,443.59,14.22,2.04,1426
44.22,5.82,68.57,393.14,15.08,5.41,291.56,23.69,3.01,1427
50.55,3.79,88.74,977.12,25.69,4.28,560.73,10.34,2.72,1428
43.28,2.39,53.01,146.8,28.24,5.42,490.81,20.08,5.85,1429
38.55,7.03,63.24,943.23,23.92,4.17,810.17,12.97,2.69,1430
50.57,11.5,64.3,782.81,17.35,5.68,217.58,23.61,5.23,1431
58.44,4.61,85.49,915.91,18.7,5.84,220.92,18.67,3.2,1432
36.25,5.18,96.74,331.55,21.36,2.92,839.17,26.76,5.21,1433
40.44,13.23,87.02,948.02,29.11,3.83,651.36,15.82,4.43,1434
38.11,8.67,54.65,389.23,13.94,2.1,461.16,24.33,2.22,1435
38.18,3.38,66.44,958.24,12.8,2.31,297.44,28.42,3.12,1436
45.11,5.9,71.58,494.7,24.73,4.79,970.88,27.79,4.96,1437
44.83,9.76,68.27,770.07,11.28,3.43,497.26,11.04,4.89,1438
46.7,3.28,52.57,378.8,23.89,4.18,385.5,18.17,2.06,1439
56.37,7.1,58.09,620.4,20.07,5.4,591.89,26.14,2.12,1440
24.39,7.01,93.45,521.24,13.74,3.07,451.82,10.37,2.02,1441
39.89,6.06,58.15,740.85,28.73,3.66,783.24,17.05,2.66,1442
50.84,9.0,90.01,262.63,11.16,3.96,574.61,14.87,2.35,1443
59.52,14.27,74.06,794.43,19.6,2.5,223.51,15.56,2.27,1444
31.37,6.0,76.03,263.49,22.24,6.0,767.07,11.48,3.11,1445
51.69,8.36,94.75,567.33,26.3,4.06,526.95,21.78,5.32,1446
41.31,13.9,58.2,318.68,14.28,4.62,951.6,25.74,5.45,1447
32.73,10.58,64.57,160.5,19.47,2.52,107.09,17.52,4.61,1448
34.75,7.16,83.28,591.95,23.2,3.95,159.32,29.38,2.09,1449
54.97,8.44,90.71,561.94,18.99,2.9,666.49,22.36,3.18,1450
40.48,8.93,77.83,880.85,29.66,4.99,664.38,17.49,3.07,1451
49.99,8.82,60.84,474.42,17.42,4.2,113.03,24.4,4.96,1452
44.74,7.78,65.94,109.93,24.19,2.55,316.56,10.51,2.71,1453
47.72,4.27,84.24,909.48,12.84,2.78,952.38,25.08,4.54,1454
39.93,7.35,69.25,986.85,14.14,2.92,236.75,24.92,4.43,1455
33.5,6.57,97.24,236.33,23.64,2.65,127.49,11.21,3.94,1456
51.3,2.25,67.33,402.46,14.42,5.29,604.38,28.0,3.49,1457
33.88,9.26,72.52,327.57,23.65,5.95,388.26,15.94,4.59,1458
30.02,13.41,70.61,447.66,14.7,5.5,318.19,17.21,5.92,1459
52.58,5.49,84.99,696.82,17.72,5.06,252.84,21.28,3.96,1460
34.7,3.12,55.89,222.77,26.9,5.7,946.63,13.0,5.11,1461
56.17,6.66,68.88,705.86,13.1,3.37,842.32,28.09,5.43,1462
48.01,6.34,81.66,563.39,22.3,3.08,603.4,21.46,4.35,1463
26.05,2.97,51.53,996.19,21.53,5.65,104.36,22.18,2.33,1464
58.55,2.4,97.06,215.63,10.49,5.14,775.74,19.61,2.95,1465
43.62,8.97,87.5,729.5,26.94,3.34,543.5,24.95,4.19,1466
47.64,11.29,66.02,954.47,15.53,5.19,606.07,13.95,3.54,1467
37.65,6.74,53.32,316.2,23.69,5.49,474.21,22.63,3.64,1468
21.35,4.68,51.7,356.51,13.65,2.59,134.77,18.14,2.5,1469
59.92,12.56,56.54,157.43,11.24,2.13,993.5,19.23,2.63,1470
27.88,4.13,72.59,612.65,26.55,5.77,633.36,12.87,3.05,1471
40.35,13.15,75.82,903.7,11.04,2.91,661.35,27.75,4.66,1472
54.59,6.54,83.16,286.18,23.26,3.43,198.86,11.14,4.86,1473
42.55,8.23,72.01,240.8,20.43,4.41,376.43,22.68,3.38,1474
25.96,4.99,93.12,929.28,10.54,4.79,476.74,23.28,5.77,1475
25.69,10.98,50.86,226.94,22.87,5.01,495.37,18.83,5.37,1476
25.22,8.43,50.35,898.98,15.36,5.96,329.8,19.13,5.78,1477
31.33,4.53,62.09,845.84,13.54,2.71,999.87,25.8,4.27,1478
53.51,7.82,70.12,648.43,29.3,5.36,642.84,29.42,5.75,1479
31.74,10.87,55.23,919.15,25.02,2.49,756.19,19.08,2.13,1480
59.01,8.92,62.68,753.63,16.99,3.62,111.49,16.86,2.68,1481
25.63,6.99,64.84,560.38,13.46,2.67,329.23,17.4,2.19,1482
32.18,14.31,78.03,625.17,25.81,4.11,152.9,22.12,2.2,1483
31.33,11.74,62.86,572.72,26.72,4.97,155.06,15.22,2.95,1484
56.89,12.35,91.97,403.35,21.89,4.09,996.84,25.47,5.16,1485
30.76,7.47,69.14,918.56,22.14,4.75,295.17,10.6,2.69,1486
35.79,14.07,87.43,292.57,24.17,2.03,241.54,18.23,2.96,1487
39.7,14.91,78.87,985.95,20.85,5.3,400.91,26.75,5.11,1488
54.22,8.58,84.85,758.46,12.23,3.25,372.93,27.61,5.89,1489
43.87,6.83,99.6,618.96,21.28,3.81,348.33,18.63,3.59,1490
42.91,8.39,85.57,424.58,28.95,2.4,699.3,28.97,3.25,1491
59.76,13.05,75.33,336.5,19.5,2.57,793.49,27.37,3.46,1492
35.25,3.82,89.45,188.84,26.17,2.02,893.06,16.28,5.35,1493
32.15,2.95,91.2,387.77,14.04,5.07,885.82,17.6,3.27,1494
20.65,4.98,79.41,208.15,16.26,2.66,690.04,19.55,3.59,1495
33.54,8.85,58.78,496.74,19.94,4.26,308.11,20.25,2.98,1496
57.43,3.24,66.67,643.27,26.32,4.27,149.08,20.42,5.19,1497
35.96,3.54,70.51,694.74,24.94,3.15,345.87,27.63,4.06,1498
27.73,9.53,79.36,793.39,16.66,3.07,315.25,10.49,5.38,1499
