[train / TSV_RDL - Task 2] result exists, skipped.
PyAEDT INFO: Project temp_test_TSV_RDL_191_1783478710_46308 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_191_1783478710_46308 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 10.0m 1.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_189_1783478128_33644_SNP/temp_test_TSV_RDL_189_1783478128_33644.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_189_1783478128_33644_SNP/temp_test_TSV_RDL_189_1783478128_33644.s2p
[test / TSV_RDL - Task 189] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut189.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 192] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 14416.
PyAEDT INFO: Starting new AEDT gRPC session on port 14416.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 14416 after 4.5 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 14416.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_192_1783478748_33644.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 52184!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_192_1783478748_33644.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_192_1783478748_33644 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_192_1783478748_33644 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 9.0m 11.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_191_1783478710_46308_SNP/temp_test_TSV_RDL_191_1783478710_46308.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_191_1783478710_46308_SNP/temp_test_TSV_RDL_191_1783478710_46308.s2p
[test / TSV_RDL - Task 191] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut191.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 193] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 11502.
PyAEDT INFO: Starting new AEDT gRPC session on port 11502.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 11502 after 6.1 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 11502.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_193_1783479283_46308.aedt.
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 6060!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_193_1783479283_46308.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_193_1783479283_46308 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_193_1783479283_46308 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 9.0m 8.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_192_1783478748_33644_SNP/temp_test_TSV_RDL_192_1783478748_33644.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_192_1783478748_33644_SNP/temp_test_TSV_RDL_192_1783478748_33644.s2p
[test / TSV_RDL - Task 192] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut192.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 194] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 13276.
PyAEDT INFO: Starting new AEDT gRPC session on port 13276.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 13276 after 4.7 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 13276.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_194_1783479318_33644.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 52548!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_194_1783479318_33644.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_194_1783479318_33644 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_194_1783479318_33644 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 8.0m 8.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_193_1783479283_46308_SNP/temp_test_TSV_RDL_193_1783479283_46308.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_193_1783479283_46308_SNP/temp_test_TSV_RDL_193_1783479283_46308.s2p
[test / TSV_RDL - Task 193] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut193.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 195] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 5478.
PyAEDT INFO: Starting new AEDT gRPC session on port 5478.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 5478 after 6.0 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 5478.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_195_1783479792_46308.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 42052!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_195_1783479792_46308.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_195_1783479792_46308 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_195_1783479792_46308 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 11.0m 30.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_194_1783479318_33644_SNP/temp_test_TSV_RDL_194_1783479318_33644.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_194_1783479318_33644_SNP/temp_test_TSV_RDL_194_1783479318_33644.s2p
[test / TSV_RDL - Task 194] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut194.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 196] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 11225.
PyAEDT INFO: Starting new AEDT gRPC session on port 11225.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 11225 after 5.9 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 11225.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_196_1783480031_33644.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 25860!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_196_1783480031_33644.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_196_1783480031_33644 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_196_1783480031_33644 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 35.0m 19.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_190_1783478280_48356_SNP/temp_test_TSV_RDL_190_1783478280_48356.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_190_1783478280_48356_SNP/temp_test_TSV_RDL_190_1783478280_48356.s2p
[test / TSV_RDL - Task 190] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut190.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 197] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 6962.
PyAEDT INFO: Starting new AEDT gRPC session on port 6962.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 6962 after 5.8 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 6962.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_197_1783480417_48356.aedt.
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 27592!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_197_1783480417_48356.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_197_1783480417_48356 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_197_1783480417_48356 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 7.0m 43.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_196_1783480031_33644_SNP/temp_test_TSV_RDL_196_1783480031_33644.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_196_1783480031_33644_SNP/temp_test_TSV_RDL_196_1783480031_33644.s2p
[test / TSV_RDL - Task 196] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut196.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 198] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 1841.
PyAEDT INFO: Starting new AEDT gRPC session on port 1841.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 1841 after 4.4 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 1841.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_198_1783480514_33644.aedt.
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 16020!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_198_1783480514_33644.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_198_1783480514_33644 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_198_1783480514_33644 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 13.0m 35.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_195_1783479792_46308_SNP/temp_test_TSV_RDL_195_1783479792_46308.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_195_1783479792_46308_SNP/temp_test_TSV_RDL_195_1783479792_46308.s2p
[test / TSV_RDL - Task 195] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut195.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 199] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 5885.
PyAEDT INFO: Starting new AEDT gRPC session on port 5885.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 5885 after 5.6 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 5885.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_199_1783480628_46308.aedt.
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 26016!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_199_1783480628_46308.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_199_1783480628_46308 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_199_1783480628_46308 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 6.0m 11.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_197_1783480417_48356_SNP/temp_test_TSV_RDL_197_1783480417_48356.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_197_1783480417_48356_SNP/temp_test_TSV_RDL_197_1783480417_48356.s2p
[test / TSV_RDL - Task 197] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut197.s2p
PyAEDT INFO: Desktop has been released and closed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 7.0m 35.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_198_1783480514_33644_SNP/temp_test_TSV_RDL_198_1783480514_33644.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_198_1783480514_33644_SNP/temp_test_TSV_RDL_198_1783480514_33644.s2p
[test / TSV_RDL - Task 198] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut198.s2p
PyAEDT INFO: Desktop has been released and closed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 26.0m 30.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_199_1783480628_46308_SNP/temp_test_TSV_RDL_199_1783480628_46308.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_199_1783480628_46308_SNP/temp_test_TSV_RDL_199_1783480628_46308.s2p
[test / TSV_RDL - Task 199] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut199.s2p
PyAEDT INFO: Desktop has been released and closed.
=====================================
HFSS batch simulation
AEDT project: C:\ffzhzh\LocalFiles\Ansys_Project_Files\TSV_RDL_Connection2.aedt
AEDT version: 2026.1
Target design: TSV_RDL
Sample splits: {'train': 150, 'test': 50}
=====================================
Configuration check passed.
Record columns: h_tsv, r_tsv, pitch, l_tmrdl, w_tmrdl, t_tmrdl, l_bsmrdl, w_bsmrdl, t_bsmrdl
HFSS thickness mapping: t_tmrdl -> h_tmrdl, t_bsmrdl -> h_bsmrdl
Loaded 150 existing train variations: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\train\TSV_RDL_variations_record.csv
Loaded 50 existing test variations: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL_variations_record.csv
Total tasks: 200
Parallel processes: 3
Cores per simulation: 4
Output directory: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2
=====================================


All tasks finished. Summary: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\simulation_summary.csv
